,Staff_ID,PNP_ID,Initials,User_Name,PasswordBytes,Code,View1,Modify1,Approve1,View2,Modify2,Approve2,View3,Modify3,Approve3,View4,Modify4,Approve4,IsGlobal,TieredSecurity1,Ledger_Security,Ledger_Security_All,View5,Modify5,Approve5,Create_DtTm,Create_ID,Edit_DtTm,Edit_ID,Sanct_DtTm,Sanct_ID,Note_ID,Type,Category,Sch_Duration,Clinic_ID,Overrides,Bill_Credentials,Other_Credentials,Acc_Assign,Last_Name,First_Name,Mdl_Initial,Suffix,Birth_DtTm,Gender,Adr1,Adr2,City,State_Province,Postal,Country,Work_Phone,Work_Phone_Ex,Fax,Pager,Pager_Ex,CellPhone,EMail,Home_Phone,Home_Phone_Ex,Switches,Private,Restricted,Sch_ID1,Sch_ID2,Sch_ID3,Sch_ID4,Sch_ID5,Mail_Pref,ChartDestination,Deleted,Status_inactive,Status_Login,Status_Unaprv,Staff_Role,Dept_type,Machine_Type,CC_From_Schedule,Can_Be_Scheduled,TemplateOverrideLevel,NonPhysician,AllowCustomizeLayouts,AllowPushLayouts,OverrideFilterLockdown,Last_Name_SingleByte,First_Name_SingleByte,Mdl_Initial_SingleByte,HPG_Eligible,DirectMailAddress,RowVers
22,20,20,TC6   ,                                                                ,AAAAAAAAAAAAACBAYICg,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2000-06-08 18:00:33,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,90000,          ,0,          ,          ,False,Treatment Chair 06                      ,                                        ,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQQk=
23,21,21,TC7   ,                                                                ,AAAAAAAAAAAAACBAYICg,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2000-06-08 18:00:47,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,90000,          ,0,          ,          ,False,Treatment Chair 07                      ,                                        ,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQOk=
24,22,22,TC8   ,                                                                ,AAAAAAAAAAAAACBAYICg,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2000-06-08 18:01:05,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,90000,          ,0,          ,          ,False,Treatment Chair 08                      ,                                        ,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQP8=
25,23,23,TC9   ,                                                                ,AAAAAAAAAAAAACBAYICg,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2000-06-08 18:01:24,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,90000,          ,0,          ,          ,False,Treatment Chair 09                      ,                                        ,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQN4=
26,24,24,T10   ,                                                                ,AAAAAAAAAAAAACBAYICg,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2000-06-08 18:01:41,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,90000,          ,0,          ,          ,False,Treatment Chair 10                      ,                                        ,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQPE=
27,25,25,LAB   ,                                                                ,AAAAAAAAAAAAACBAYICg,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2000-06-08 18:02:41,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,90000,          ,0,          ,          ,False,Laboratory                              ,                                        ,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,1,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQP0=
28,26,26,B1    ,                                                                ,AAAAAAAAAAAAACBAYICg,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2000-06-08 18:03:32,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,360000,          ,0,          ,          ,False,Bed 1                                   ,                                        ,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQOE=
29,27,27,B2    ,                                                                ,AAAAAAAAAAAAACBAYICg,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2000-06-08 18:04:28,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,360000,          ,0,          ,          ,False,Bed 2                                   ,                                        ,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQO8=
30,28,28,B3    ,                                                                ,AAAAAAAAAAAAACBAYICg,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2000-06-08 18:04:40,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,360000,          ,0,          ,          ,False,Bed 3                                   ,                                        ,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQQU=
31,29,29,B4    ,                                                                ,AAAAAAAAAAAAACBAYICg,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2000-06-08 18:04:55,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,360000,          ,0,          ,          ,False,Bed 4                                   ,                                        ,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQOU=
32,30,30,B5    ,                                                                ,AAAAAAAAAAAAACBAYICg,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2000-06-08 18:05:05,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,360000,          ,0,          ,          ,False,Bed 5                                   ,                                        ,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,3,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQPM=
33,31,31,PEN   ,                                                                ,AAAAAAAAAAAAACBAYICg,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2000-06-08 18:06:30,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,90000,          ,0,          ,          ,False,Pending MO                              ,                                        ,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,1,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQQQ=
34,32,32,TC    ,Tom                                                             ,JXG2AVWWxvcXN1d3l7fX,   ,346619387,69758993,1076645904,2146435583,2146435299,1996881955,1744826674,1207955762,0,-2146516644,-2147040932,180224,False,0,1,True,0,0,0,2000-06-08 18:20:48,1.0,2023-09-14 03:23:19.127000,,,,,Pharmacist     ,0,180000,          ,0,          ,          ,False,Chang                                   ,Tom,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,False,False,False,False,1,0,0,3,False,40,0,True,False,False,,,  ,,,AAAAAACNRVs=
35,33,33,PEN   ,                                                                ,AAAAAAAAAAAAACBAYICg,   ,0,0,0,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2000-06-08 18:25:57.410000,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,90000,          ,0,          ,          ,False,Pending RO                              ,                                        ,  ,          ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,1,False,False,False,False,0,1,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQPg=
36,34,34,PW    ,Patti                                                           ,JXG2AVWWxvcXN1d3l7fX,   ,279641595,270725169,1348866080,2146468863,2146436067,2146829345,-1610612734,0,0,51298304,50774016,51036160,True,0,0,True,0,0,0,2000-06-08 20:46:15,1.0,2023-09-14 03:23:19.127000,,,,,Radiation Onc  ,0,90000,,0,          ,          ,False,Wilcox                                  ,Patti,  ,          ,,,                                        ,                                        ,                                        ,,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,False,False,False,False,1,0,0,3,True,40,0,True,False,False,,,  ,,,AAAAAACNRY8=
37,35,39,JL    ,James                                                           ,JXG2AVWWxvcXN1d3l7fX,   ,295759929,287371281,1365512209,2146435327,2146435299,2146435107,2,0,0,966656,442368,180224,False,0,0,False,0,0,0,2003-06-25 11:32:01,1.0,2023-09-14 03:23:19.127000,,,,,Medical Onc    ,0,180000,          ,0,MD        ,          ,False,Lincoln                                 ,James,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,False,False,False,False,1,0,0,1,True,40,0,True,False,False,,,  ,,,AAAAAACNRV0=
38,36,40,MR    ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2003-07-02 18:31:52.610000,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,90000,          ,0,          ,          ,False,Mold Room                               ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,1,False,False,False,False,0,1,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQPU=
39,37,41,RES   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2003-07-02 18:32:33.640000,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,180000,          ,0,          ,          ,False,Re-Schedule                             ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,1,True,True,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQQs=
40,38,42,RES   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2003-07-02 18:36:16,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,90000,          ,0,          ,          ,False,Reschedule MO                           ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,1,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQOw=
41,39,43,REC   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,4096,4096,266240,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2003-07-02 18:37:01,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,90000,          ,0,          ,          ,False,Reception MO                            ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,1,False,False,False,False,0,3,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQPk=
42,40,44,RSR   ,                                                                ,AAAAAAAAAAAAAAAAAAAA,   ,0,0,0,3,3,3,0,0,0,0,0,0,False,0,0,False,0,0,0,2003-07-08 14:00:29.830000,1.0,2023-09-14 03:16:26.523000,,,,,Location,0,90000,          ,0,          ,          ,False,Reschedule RO                           ,                                        ,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,1,False,False,False,False,0,1,0,3,True,0,2,True,False,False,,,  ,,,AAAAAACNQQg=
43,41,45,DD    ,Dolores                                                         ,JXG2AVWWxvcXN1d3l7fX,   ,280559099,271642624,3420160,2146435327,1073742051,1073741859,805304286,268433374,268433374,49407,255,255,True,0,1,True,0,0,0,2003-08-06 11:36:11,1.0,2023-09-14 03:23:19.127000,,,,,Billing Manager,0,180000,          ,0,          ,          ,False,Dinero                                  ,Dolores,  ,             ,,,                                        ,                                        ,                                        ,                         ,                         ,                         ,                         ,          ,                         ,                         ,          ,                         ,                                        ,                         ,          ,0,0,0,,,,,,0,0,False,False,False,False,11,0,0,3,False,40,0,True,False,False,,,  ,,,AAAAAACNRWM=
